Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,beta_R_2
1.0,-4024.9714170943657,0.0375,1.0e-12,14.9,0.12,0.05,0.94,0.65,0.96,0.8,0.06,0.6,3.5,4.5
2.0,-4280.4895823568,0.0375,0.001584893192461114,13.5,0.155,0.08,0.95,0.6,0.99,0.95,0.02,0.7,3.25,4.7
3.0,-4035.09421317105,0.0275,0.039810717055349734,14.9,0.15,0.08,0.96,0.55,0.96,1.0,0.02,0.85,3.0,5.5
