Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-4110.8667541722425,0.045,0.01,4.5,0.185,0.155,0.94,0.95,0.91,0.9,0.12,0.5,0.0,3.0,0.6,0.5,0.2,5.2,1.7
2.0,-4354.451843512999,0.0325,0.015848931924611134,5.3,0.15,0.14,0.96,0.95,0.89,0.9,0.1,0.65,0.0,6.0,0.6,0.45,0.2,4.9,1.7
3.0,-4123.347454997614,0.0275,0.01,4.9,0.185,0.14,0.94,0.95,0.94,0.95,0.08,0.55,0.0,3.0,0.7,0.65,0.25,4.9,1.9
