Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-4000.7443966291926,0.2975,0.0025118864315095794,5.9,0.11,0.265,0.92,0.65,0.98,0.95,0.1,2.25,3.0,0.65,0.35,0.1,5.2,2.3
2.0,-4269.109165913622,0.3,1.0e-12,9.5,0.07,0.16,0.98,0.6,0.89,1.0,0.08,1.0,12.0,0.85,0.3,0.2,5.1,2.1
3.0,-4028.324912697568,0.3,1.0e-9,6.1,0.085,0.14,0.96,0.75,0.9,1.0,0.12,3.75,6.0,0.8,0.25,0.25,5.1,1.5
