Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-3927.293270447407,0.0475,0.0001,5.7,0.12,0.175,0.92,0.7,0.99,0.95,0.06,0.3,3.0,5.0,0.85,0.4,0.2,4.1,2.3
2.0,-4197.090288030293,0.0275,0.0001,4.7,0.12,0.12,0.92,0.8,0.99,0.75,0.1,0.45,4.0,6.0,0.65,0.3,0.2,4.1,2.1
3.0,-3957.9668937808437,0.045,0.00630957344480193,5.1,0.145,0.165,0.94,0.75,0.96,0.75,0.06,0.6,0.0,3.0,0.8,0.25,0.2,2.9,2.3
