Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-2973.528352619191,0.295,0.00025118864315095795,5.7,0.11,0.165,0.95,0.65,0.94,1.0,0.12,1.75,15.0,0.5,0.25,0.15,4.8,2.3
2.0,-3273.7770413380035,0.2975,1.0e-12,7.1,0.095,0.1,0.97,0.8,0.95,0.9,0.08,1.5,15.0,0.7,0.2,0.15,4.1,2.7
3.0,-3280.5747393617166,0.3,1.584893192461111e-12,6.7,0.1,0.135,0.98,0.7,0.94,1.0,0.06,2.75,13.0,0.7,0.3,0.15,5.7,2.9
