Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-3029.837368221486,0.0525,0.01,10.3,0.115,0.08,0.95,0.95,0.95,1.0,0.04,0.4,0.0,4.0,0.8,0.7,0.45,2.1,4.5
2.0,-3324.819713114112,0.0975,0.01,5.1,0.12,0.11,0.94,0.95,0.96,0.95,0.06,0.35,0.0,6.0,0.45,0.5,0.15,5.3,2.5
3.0,-3400.7479921995346,0.285,0.00630957344480193,7.1,0.17,0.11,0.93,0.95,0.96,1.0,0.02,0.15,0.0,2.0,0.7,0.7,0.35,5.3,3.3
