Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,beta_R_2
1.0,-3014.326975556955,0.025,0.015848931924611134,14.9,0.11,0.065,0.95,0.6,0.94,1.0,0.06,0.8,3.5,5.3
2.0,-3299.1589982882538,0.03,0.039810717055349734,14.9,0.14,0.035,0.96,0.65,0.96,1.0,0.02,0.9,4.75,5.3
3.0,-3325.7760902603377,0.0475,0.01,14.9,0.12,0.05,0.92,0.7,1.0,0.9,0.04,0.55,5.25,5.5
