Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,beta_R_2
1.0,-3013.370292746818,0.03,0.039810717055349734,14.9,0.135,0.065,0.96,0.65,0.95,0.9,0.02,0.85,4.25,6.1
2.0,-3303.5648961814127,0.0425,0.00630957344480193,14.9,0.15,0.05,0.95,0.55,0.96,1.0,0.04,0.65,3.5,4.9
3.0,-3328.309930047687,0.035,0.00630957344480193,14.9,0.15,0.045,0.94,0.6,0.99,1.0,0.04,0.5,3.75,6.1
