Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-1880.404785125065,0.015,1.0e-12,6.7,0.135,0.275,0.96,0.75,0.97,0.75,0.06,0.65,2.0,0.0,0.65,0.2,0.1,5.9,2.1
2.0,-2077.5668576422463,0.0125,0.000630957344480193,5.1,0.18,0.18,0.93,0.6,0.94,0.75,0.1,0.85,2.75,2.0,0.9,0.4,0.35,4.3,1.3
3.0,-1816.1860826796174,0.025,1.0e-12,12.9,0.06,0.34,0.98,0.9,0.91,0.55,0.12,0.3,8.5,0.0,0.3,0.25,0.05,5.3,3.1
