Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-1951.8248013793345,0.0375,0.01,9.3,0.445,0.12,0.92,0.95,0.99,0.8,0.02,0.8,0.0,20.0,1.0,0.9,0.7,2.1,3.1
2.0,-2178.386725544935,0.0225,0.001584893192461114,4.1,0.475,0.29,0.92,0.95,0.93,0.95,0.1,0.8,0.0,15.0,0.8,0.85,0.45,5.5,1.1
3.0,-1876.2601165034691,0.07,0.01,3.7,0.6,0.23,0.96,0.9,0.92,0.7,0.02,0.75,0.0,15.0,0.65,0.75,0.45,6.0,1.1
