Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-1951.8248013793345,0.0375,0.01,9.3,0.445,0.12,0.92,0.95,0.99,0.8,0.02,0.8,0.0,20.0,1.0,0.9,0.7,2.1,3.1
2.0,-2150.549730569328,0.015,0.01,6.1,0.57,0.075,0.99,0.9,0.91,0.85,0.04,0.95,0.0,4.0,0.8,0.85,0.55,4.7,1.7
3.0,-1874.4521850492904,0.015,0.025118864315095794,4.5,0.6,0.03,0.97,0.95,0.88,0.6,0.12,0.7,0.0,40.0,1.0,0.75,0.6,4.9,1.1
