Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-1961.0819380586966,0.295,0.003981071705534973,4.7,0.14,0.19,0.91,0.7,0.98,0.4,0.12,0.75,1.0,1.0,0.3,0.25,6.0,1.1
2.0,-2137.221201561226,0.3,0.001584893192461114,4.1,0.175,0.25,0.95,0.7,0.87,0.7,0.18,4.0,2.0,1.0,0.3,0.3,6.0,0.7
3.0,-1848.9041770411689,0.3,1.0e-12,4.9,0.21,0.145,0.98,0.65,0.91,0.85,0.12,0.25,0.0,1.0,0.15,0.35,5.8,0.9
