Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-1887.5251562915707,0.0125,2.5118864315095822e-5,4.7,0.12,0.17,0.94,0.85,0.98,0.6,0.08,0.7,4.5,2.0,0.75,0.3,0.15,5.8,1.7
2.0,-2073.438634156758,0.0125,1.0e-12,12.9,0.13,0.18,0.99,0.6,0.89,1.0,0.08,0.9,3.75,0.0,0.8,0.6,0.35,2.2,2.7
3.0,-1813.5259771667043,0.02,1.0e-12,9.3,0.135,0.205,0.93,0.7,0.97,0.75,0.1,0.5,2.25,0.0,0.85,0.35,0.25,2.5,2.5
