LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
-5729.201541418684,0.0175,0.003981071705534973,4.5,0.165,0.15,0.96,0.7,0.94,0.8,0.08,0.55,0.0,25.0,0.55,0.15,0.15,5.6,1.9
