Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-4075.049964841801,0.3,0.0001,9.9,0.09,0.12,0.97,0.55,0.9,1.0,0.1,0.75,7.0,0.8,0.4,0.25,2.7,3.1
2.0,-3737.5727123754173,0.2775,2.5118864315095823e-12,6.5,0.11,0.075,0.99,0.7,0.94,0.9,0.06,1.25,10.0,0.75,0.25,0.3,6.0,2.1
3.0,-3858.616048428818,0.3,0.003981071705534973,8.1,0.095,0.105,0.96,0.75,0.9,0.85,0.12,0.75,11.0,0.75,0.25,0.2,2.8,2.9
