Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-4009.855397991434,0.01,0.001,7.3,0.105,0.16,0.96,0.6,0.94,1.0,0.08,0.45,1.75,30.0,0.75,0.4,0.2,3.7,2.5
2.0,-3675.4060288104606,0.025,1.584893192461114e-5,14.9,0.09,0.07,0.98,0.9,0.94,0.5,0.06,0.45,7.25,10.0,0.9,0.7,0.55,1.2,5.1
3.0,-3774.6483074825233,0.0225,1.0e-7,7.7,0.095,0.155,0.97,0.75,0.94,0.8,0.06,0.45,1.25,25.0,0.8,0.3,0.2,3.5,2.3
