Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-4070.9830963534673,0.015,0.015848931924611134,4.7,0.265,0.235,0.97,0.95,0.92,0.9,0.08,0.6,0.0,10.0,0.7,0.65,0.25,6.0,1.3
2.0,-3733.752297189152,0.0275,0.01,8.9,0.325,0.22,0.99,0.9,0.94,1.0,0.04,0.5,0.0,14.0,0.8,0.85,0.5,2.7,3.1
3.0,-3841.703447707228,0.1325,0.01,4.5,0.305,0.295,0.94,0.95,0.95,0.85,0.04,0.3,0.0,15.0,0.7,0.7,0.3,6.0,1.9
