Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-4075.4083860693663,0.2975,1.0e-10,6.9,0.105,0.135,0.96,0.6,0.92,1.0,0.1,2.0,30.0,0.7,0.4,0.2,4.1,2.5
2.0,-3736.262628440731,0.3,0.039810717055349734,8.9,0.075,0.14,0.97,0.85,0.89,0.65,0.12,1.75,10.0,0.7,0.25,0.15,3.5,2.5
3.0,-3859.659902151059,0.3,0.001,6.1,0.1,0.105,0.95,0.9,0.93,0.7,0.1,6.5,11.0,0.7,0.2,0.15,5.2,2.1
