Fold,LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
1.0,-4074.151489711227,0.3,0.00015848931924611142,5.5,0.12,0.145,0.96,0.55,0.93,1.0,0.1,1.75,10.0,0.6,0.35,0.2,5.7,1.9
2.0,-3734.7901597651726,0.3,0.001584893192461114,7.3,0.08,0.105,0.96,0.8,0.95,0.75,0.08,2.5,10.0,0.75,0.3,0.2,5.1,2.3
3.0,-3859.7515465444276,0.3,1.584893192461111e-12,5.7,0.105,0.195,0.97,0.8,0.89,0.6,0.1,1.5,10.0,0.6,0.25,0.1,5.6,2.1
