LogL,p_change,eps,beta_R_1,beta_Ratio_1,beta_Ratio_2,gamma_R,gamma_N,lambda_R,lambda_N,alpha,delta_alpha,Q_N_0,N_PS,w2,w11,w12,w_scaler,beta_R_2
-4681.928052662769,0.015,0.000630957344480193,8.5,0.105,0.095,0.97,0.65,0.95,1.0,0.06,0.35,0.25,10.0,0.75,0.3,0.25,2.8,3.7
